customer_name,year,asof_date,arr
Bradtke and Sons,2022,2022-01-01,34242.07
"Bradtke, Aufderhar and Bednar",2022,2022-01-01,1961.37
Brakus - Schimmel,2022,2022-01-01,14.04
Brakus - Stantner,2022,2022-01-01,306.84
Breitenberg Group,2022,2022-01-01,3297.03
Breitenberg LLC,2022,2022-01-01,3723.4
Brekke - Wolff,2022,2022-01-01,339.93
"Brekke, Goodwin and Purdy",2022,2022-01-01,18243.33
"Brekke, Stroman and Belfact",2022,2022-01-01,184.51
Brown - Daniel,2022,2022-01-01,6289.0
Bruen - Schinner,2022,2022-01-01,432.18
"Buckridge, Quitzon and Lesch",2022,2022-01-01,1016.78
"Buckridge, Stoltenberg and Stiedemann",2022,2022-01-01,12387.37
Bundel - Hagenes,2022,2022-01-01,9239.0
Bundel - Reichert,2022,2022-01-01,3310.0
Bundel - Sauer,2022,2022-01-01,2106.77
Bundel Inc,2022,2022-01-01,5702.63
Bundel and Sons,2022,2022-01-01,9140.04
Butler - Franecki,2022,2022-01-01,2052.81
Butler LLC,2022,2022-01-01,12701.16
Butler and Sons,2022,2022-01-01,167.46
"Butler, Veum and Pouros",2022,2022-01-01,3155.64
"Campbelll, Schroeder and Harber",2022,2022-01-01,8428.09
Canten - Koelpin,2022,2022-01-01,3618.96
Canten - Larson,2022,2022-01-01,645.77
Cassin - Tillman,2022,2022-01-01,6243.11
Cassin - Trantow,2022,2022-01-01,6156.0
"Cassin, Casper and Cremin",2022,2022-01-01,4173.43
Cassle - Hirthe,2022,2022-01-01,13855.0
Cassle - Mosciski,2022,2022-01-01,24792.97
Cassle and Sons,2022,2022-01-01,29924.99
Cerner Group,2022,2022-01-01,1275.49
"Cerner, Farrell and White",2022,2022-01-01,323.89
Chechauski Inc,2022,2022-01-01,28058.87
Chechauski LLC,2022,2022-01-01,944.58
"Chechauski, Huels and Kunze",2022,2022-01-01,577.92
"Chechauski, Jaskolski and Corkery",2022,2022-01-01,2045.61
Christiansen and Sons,2022,2022-01-01,1685.62
"Christiansen, Halvorson and Rolfson",2022,2022-01-01,1516.15
"Cole, Considine and Mraz",2022,2022-01-01,4757.03
Collier - O'Kon,2022,2022-01-01,2007.12
Collier - Skiles,2022,2022-01-01,29521.69
Collier LLC,2022,2022-01-01,26660.04
"Collier, Conn and Dooley",2022,2022-01-01,16068.0
"Collier, Ortiz and Marquardt",2022,2022-01-01,55450.36
Collins - Dooley,2022,2022-01-01,7904.83
Collins - Rosenbaum,2022,2022-01-01,30938.96
"Collins, Casper and Rogahn",2022,2022-01-01,2330.38
"Collins, Fahey and Mackerrel",2022,2022-01-01,176658.0
Conn Group,2022,2022-01-01,1243.33
Connelly - Cerner,2022,2022-01-01,1086.98
Conroy Inc,2022,2022-01-01,67.18
Considine Group,2022,2022-01-01,629.73
Considine and Sons,2022,2022-01-01,9098.97
Corkery - Powlowski,2022,2022-01-01,1907.61
Corkery - Tanner,2022,2022-01-01,7174.97
Corkery LLC,2022,2022-01-01,339.4
Cormier - Bergstrom,2022,2022-01-01,13262.34
Cormier and Sons,2022,2022-01-01,2286.26
"Cormier, Powlowski and Murazik",2022,2022-01-01,3806.43
Corwin LLC,2022,2022-01-01,2295.29
Crist - Pagac,2022,2022-01-01,5442.96
Crist Group,2022,2022-01-01,6193.97
"Crist, Ondricka and DuBuque",2022,2022-01-01,35390.96
Crona - Dickens,2022,2022-01-01,7545.68
Cronin - Lehner,2022,2022-01-01,25773.61
"Cronin, Canten and Langosh",2022,2022-01-01,1340.67
"Cronin, Frost and Ratke",2022,2022-01-01,60959.5
Crooks LLC,2022,2022-01-01,6273.18
"Cummerata, Greenholt and Rogahn",2022,2022-01-01,6194.97
"Cummerata, Legros and Kohler",2022,2022-01-01,18312.17
Cummings - Blick,2022,2022-01-01,2925.0
Cummings - Kilback,2022,2022-01-01,1849.07
Cummings - Kuphal,2022,2022-01-01,6196.96
Cummings and Sons,2022,2022-01-01,12484.61
"Cummings, Pollich and Hoppe",2022,2022-01-01,79657.24
D'Amore Group,2022,2022-01-01,19311.91
D'Amore and Sons,2022,2022-01-01,1812.97
"D'Amore, Bechel and Bechel",2022,2022-01-01,2638.23
"D'Amore, Bernier and Canten",2022,2022-01-01,10725.09
Dach - Kunze,2022,2022-01-01,2584.26
Dach Inc,2022,2022-01-01,2699.4
Daniel - Dietrich,2022,2022-01-01,321.08
"Daniel, MacGyver and Ernser",2022,2022-01-01,15262.81
"Daniel, Roberts and Weimann",2022,2022-01-01,5875.09
Dare - Wisozk,2022,2022-01-01,17620.27
Dare Inc,2022,2022-01-01,1069.93
Davis - Frami,2022,2022-01-01,3954.85
Davis - Hyatt,2022,2022-01-01,5242.36
Davis and Sons,2022,2022-01-01,59750.7
Deckow - Deckow,2022,2022-01-01,2067.33
Deckow - Kulas,2022,2022-01-01,800.19
Deckow LLC,2022,2022-01-01,4483.24
"Deckow, Rempel and Orn",2022,2022-01-01,1838.04
"Dibbert, Flatley and Mitchell",2022,2022-01-01,7561.71
Dickens Inc,2022,2022-01-01,811.22
Dicki - Buckridge,2022,2022-01-01,9735.34
Dicki - Wilderman,2022,2022-01-01,6846.76
"Dicki, Bosco and Rempel",2022,2022-01-01,43205.37
Dickinson Inc,2022,2022-01-01,5524.14
Dietrich - Gaverman,2022,2022-01-01,574.57
Dietrich - Klocko,2022,2022-01-01,26525.68
Dietrich Inc,2022,2022-01-01,1451.98
Dietrich and Sons,2022,2022-01-01,15258.0
"Dietrich, Ernser and Smitham",2022,2022-01-01,392.07
"Dietrich, Larson and Murazik",2022,2022-01-01,109238.81
Donnelly and Sons,2022,2022-01-01,5165.0
"Donnelly, Crist and Deckow",2022,2022-01-01,1059.22
"Dooley, Borer and Hodkiewicz",2022,2022-01-01,3803.42
Douglas - Kozey,2022,2022-01-01,29808.67
Douglas - Schaden,2022,2022-01-01,27947.15
"Douglas, Rolfson and Gammendor",2022,2022-01-01,4406.57
Doyle Group,2022,2022-01-01,220.6
Ebert - Lowe,2022,2022-01-01,1700.01
Ebert - Sawayn,2022,2022-01-01,869.38
Effertz Group,2022,2022-01-01,9276.41
Effertz Inc,2022,2022-01-01,5601.35
"Emmerich, Block and Huel",2022,2022-01-01,2622.19
Erdman - Kozey,2022,2022-01-01,5810.63
Erdman - MacGyver,2022,2022-01-01,2803.46
Erdman - Macejkovic,2022,2022-01-01,738.02
Erdman - Stehr,2022,2022-01-01,1582.34
Erdman Group,2022,2022-01-01,50775.1
Erdman LLC,2022,2022-01-01,1673.21
Erdman and Sons,2022,2022-01-01,13706.57
"Erdman, Bode and Beier",2022,2022-01-01,5903.17
"Erdman, Schaden and Bechel",2022,2022-01-01,16848.23
Ernser - Zboncak,2022,2022-01-01,1709.77
"Ernser, D'Amore and Gulgowski",2022,2022-01-01,2688.37
Fadel LLC,2022,2022-01-01,2446.7
Fahey and Sons,2022,2022-01-01,6710.38
"Fahey, Collins and Labadie",2022,2022-01-01,2369.5
Farrell and Sons,2022,2022-01-01,1921.1
"Farrell, Fahey and Funk",2022,2022-01-01,1396.83
"Farrell, Legros and Murray",2022,2022-01-01,4218.0
Fay Group,2022,2022-01-01,1785.27
Fay Inc,2022,2022-01-01,16635.58
Fay LLC,2022,2022-01-01,11892.67
"Fay, Hauck and Oberbrunner",2022,2022-01-01,25697.33
"Fay, Orn and Wiza",2022,2022-01-01,3007.24
Feil - Bode,2022,2022-01-01,699.0
Feil - Breitenberg,2022,2022-01-01,53048.76
Feil - Dickens,2022,2022-01-01,16.0
"Feil, Norman and Mayer",2022,2022-01-01,6809.66
Ferry Group,2022,2022-01-01,2913.98
Ferry Inc,2022,2022-01-01,6360.71
Ferry and Sons,2022,2022-01-01,1375.41
Fisher LLC,2022,2022-01-01,3571.79
"Fisher, Mann and Klocko",2022,2022-01-01,4269.7
Flatley - Tanner,2022,2022-01-01,3112.53
Flatley Inc,2022,2022-01-01,1521.67
Frami - Lockman,2022,2022-01-01,401.05
Frami Group,2022,2022-01-01,31745.98
Frami LLC,2022,2022-01-01,847.32
"Frami, Hackett and Rohan",2022,2022-01-01,1733.75
Franecki Group,2022,2022-01-01,1820.0
Friesen Group,2022,2022-01-01,6452.88
"Friesen, Gillespie and Parisian",2022,2022-01-01,1491.0
"Friesen, Schimmel and Stamm",2022,2022-01-01,127.0
Frost - Rumsfeld,2022,2022-01-01,1769.0
Frost - Wehner,2022,2022-01-01,7143.53
Frost Group,2022,2022-01-01,18772.44
"Frost, Olson and Schmeler",2022,2022-01-01,5092.95
Funk LLC,2022,2022-01-01,34108.46
"Funk, Oberbrunner and Marvin",2022,2022-01-01,2211.33
Gammendor - Agarwal,2022,2022-01-01,1499.11
Gammendor - Frost,2022,2022-01-01,15095.36
Gammendor Inc,2022,2022-01-01,1377.78
"Gammendor, Hintz and Zboncak",2022,2022-01-01,4286.74
Gaverman - Boyer,2022,2022-01-01,10524.84
Gaverman - Erdman,2022,2022-01-01,6215.05
Gaylord Group,2022,2022-01-01,4160.4
"Gaylord, Fay and Frost",2022,2022-01-01,20911.81
"Gerhold, Moen and D'Amore",2022,2022-01-01,6758.52
Gerlach and Sons,2022,2022-01-01,3343.39
"Gerlach, Crist and Mueller",2022,2022-01-01,383.05
Gibson Group,2022,2022-01-01,9705.6
"Gillespie, Ankunding and Schuster",2022,2022-01-01,118764.38
Gislason Group,2022,2022-01-01,48378.97
Gislason LLC,2022,2022-01-01,18671.16
Gleason - Hableton,2022,2022-01-01,868.38
Gleason and Sons,2022,2022-01-01,9769.76
Gleichner - Lockman,2022,2022-01-01,3136.6
"Gleichner, Nikolaus and Raynor",2022,2022-01-01,2741.51
"Glover, Hirthe and Dare",2022,2022-01-01,1164.19
Goldner Inc,2022,2022-01-01,6686.26
"Goldner, White and Bundel",2022,2022-01-01,16611.67
Goodwin and Sons,2022,2022-01-01,4320.84
"Goodwin, O'Reilly and Buckridge",2022,2022-01-01,194410.64
Gorczany - Marvin,2022,2022-01-01,1400.84
Gorczany - Roob,2022,2022-01-01,9958.28
Gottlieb - Huel,2022,2022-01-01,33361.54
Gottlieb - Smitham,2022,2022-01-01,5361.66
"Gottlieb, Sawayn and Jacobs",2022,2022-01-01,2282.25
"Goyette, Kerluke and Rempel",2022,2022-01-01,12839.18
"Goyette, Reichert and Parker",2022,2022-01-01,28400.4
Grady Inc,2022,2022-01-01,9309.51
Grady LLC,2022,2022-01-01,9082.88
Graham Group,2022,2022-01-01,737.02
Graham Inc,2022,2022-01-01,10067.58
Graham and Sons,2022,2022-01-01,44462.09
"Graham, Hayes and Frami",2022,2022-01-01,8755.99
Grant Inc,2022,2022-01-01,7434.89
Grant LLC,2022,2022-01-01,70566.34
Greenfelder - Schmitt,2022,2022-01-01,392.07
"Greenfelder, Okuneva and Bundel",2022,2022-01-01,4022.02
Greenholt - Farrell,2022,2022-01-01,1894.2
Greenholt LLC,2022,2022-01-01,12394.82
"Greenholt, Bergstrom and Rolfson",2022,2022-01-01,2312.0
"Grimes, Dickens and Gillespie",2022,2022-01-01,1400.0
"Grimes, Kshlerin and Connelly",2022,2022-01-01,10910.97
"Gulgowski, Lang and Mosciski",2022,2022-01-01,5215.44
Gupta - Agarwal,2022,2022-01-01,16335.88
Gupta - Hessel,2022,2022-01-01,11685.17
Gupta Group,2022,2022-01-01,8493.76
Gupta LLC,2022,2022-01-01,25517.9
"Gupta,Agarwal and Nolan",2022,2022-01-01,3666.0
Gusikowski Inc,2022,2022-01-01,7633.3
Gutkowski - Hessel,2022,2022-01-01,1212.32
Gutkowski - Sauer,2022,2022-01-01,3212.8
Gutkowski and Sons,2022,2022-01-01,1135.11
"Gutkowski, Windler and Kunze",2022,2022-01-01,4840.26
Gutmann - Larkin,2022,2022-01-01,7725.67
"Gutmann, Brakus and Rutherford",2022,2022-01-01,2740.51
"Gutmann, Fadel and Klein",2022,2022-01-01,2729.0
Haag LLC,2022,2022-01-01,1940.31
"Haag, Hane and Terry",2022,2022-01-01,2124.82
Hableton - Hintz,2022,2022-01-01,11160.58
Hackett LLC,2022,2022-01-01,3594.85
Hahn - Gleichner,2022,2022-01-01,3613.9
Hahn - Nitzsche,2022,2022-01-01,861.3
Hahn - Shields,2022,2022-01-01,143.39
"Hahn, Nienow and Baumbach",2022,2022-01-01,121036.33
Halvorson Group,2022,2022-01-01,1985.53
Halvorson and Sons,2022,2022-01-01,5103.98
Hamill - Kuphal,2022,2022-01-01,2254.18
"Hamill, Tanner and Stracke",2022,2022-01-01,1516.15
Hammes LLC,2022,2022-01-01,1228.37
Hane - Oberbrunner,2022,2022-01-01,13264.79
"Harber, Hartmann and Hessel",2022,2022-01-01,2176.96
Harris Group,2022,2022-01-01,2751.54
Harris LLC,2022,2022-01-01,15101.45
"Harris, Crooks and Ferry",2022,2022-01-01,13993.6
Hartmann Group,2022,2022-01-01,36348.06
Harvey - Metz,2022,2022-01-01,8825.0
Harvey Inc,2022,2022-01-01,1173.21
Harvey and Sons,2022,2022-01-01,52185.59
Hauck - Adams,2022,2022-01-01,3536.69
Hauck and Sons,2022,2022-01-01,1238.39
"Hayes, Orn and Cassin",2022,2022-01-01,2682.45
Heaney - Borer,2022,2022-01-01,1824.33
Heaney LLC,2022,2022-01-01,6792.61
"Heaney, Robel and Simonis",2022,2022-01-01,610.68
Heathcote Inc,2022,2022-01-01,108990.6
"Heathcote, Oberbrunner and Considine",2022,2022-01-01,260549.83
Hegmann - Hartmann,2022,2022-01-01,3578.8
Hegmann - Mayert,2022,2022-01-01,4812.76
"Hegmann, Corwin and Canten",2022,2022-01-01,1020.51
Heidenreich - Norman,2022,2022-01-01,480.0
Heidenreich - O'Hara,2022,2022-01-01,1591.36
"Heidenreich, Bartoletti and Franecki",2022,2022-01-01,571.28
"Heidenreich, Hauck and Koelpin",2022,2022-01-01,1360.73
Herman - Quitzon,2022,2022-01-01,4431.15
Herman - Wyman,2022,2022-01-01,250.69
"Herman, Hackett and Agarwal",2022,2022-01-01,350.0
Hermann and Sons,2022,2022-01-01,1369.75
"Hermann, Bernier and Watsica",2022,2022-01-01,5415.84
"Hermann, Bogisich and Rosenbaum",2022,2022-01-01,969.66
"Hermann, Crooks and Pollich",2022,2022-01-01,8017.43
"Hermann, Hilll and Klein",2022,2022-01-01,5590.32
"Hermann, Huel and Stiedemann",2022,2022-01-01,13192.05
Hermiston - Wuckert,2022,2022-01-01,1925.27
"Hermiston, Weimann and Lemke",2022,2022-01-01,16732.9
Herzog - Donnelly,2022,2022-01-01,34748.6
Herzog LLC,2022,2022-01-01,7833.46
Herzog and Sons,2022,2022-01-01,219.3
Hessel - McDermott,2022,2022-01-01,6242.55
Hessel Group,2022,2022-01-01,4228.79
"Hessel, Aberly and Swaniawski",2022,2022-01-01,1479.0
"Hessel, Koss and Littel",2022,2022-01-01,11769.94
"Hessel, Langworth and Abtel",2022,2022-01-01,9754.0
Hettinger - Reilly,2022,2022-01-01,6416.0
"Hettinger, Bon and Green",2022,2022-01-01,476.3
Hickle - Ernser,2022,2022-01-01,23420.16
Hickle - McCullough,2022,2022-01-01,3379.0
Hickle - Sanford,2022,2022-01-01,640.55
"Hilll, Erdman and Rice",2022,2022-01-01,255.7
"Hilll, Friesen and O'Connell",2022,2022-01-01,71158.96
"Hilll, Kiehn and Douglas",2022,2022-01-01,6446.67
"Hilll, Kohler and Brown",2022,2022-01-01,9687.54
Hills Inc,2022,2022-01-01,1577.8
Hills LLC,2022,2022-01-01,11264.64
Hills and Sons,2022,2022-01-01,4989.67
"Hills, Sauer and SchoStantner",2022,2022-01-01,651.67
Hilpert - Kub,2022,2022-01-01,4792.13
Hilpert Group,2022,2022-01-01,1881.15
Hilpert and Sons,2022,2022-01-01,28112.02
Hintz - Boone,2022,2022-01-01,725.99
Hintz LLC,2022,2022-01-01,564.55
Hintz and Sons,2022,2022-01-01,5484.03
"Hintz, Bartell and Hudson",2022,2022-01-01,564.55
"Hintz, Bogan and Breitenberg",2022,2022-01-01,6500.0
"Hintz, Hableton and O'Kon",2022,2022-01-01,2574.05
"Hintz, McDermott and Walsh",2022,2022-01-01,2340.42
Hirthe - Mueller,2022,2022-01-01,2983.17
Hoeger Group,2022,2022-01-01,10356.37
Homenick - Jacobi,2022,2022-01-01,4981.65
Howe - Gleichner,2022,2022-01-01,13796.59
Howe - Krajcik,2022,2022-01-01,2320.36
"Howe, Stiedemann and Larson",2022,2022-01-01,2574.05
Howell Inc,2022,2022-01-01,4329.0
Hudson - Collier,2022,2022-01-01,772.06
Hudson - Feil,2022,2022-01-01,11356.11
Hudson - Romaguera,2022,2022-01-01,2105.76
Hudson Group,2022,2022-01-01,1679.6
Hudson and Sons,2022,2022-01-01,4365.96
Huel - Simonis,2022,2022-01-01,3255.82
Huel LLC,2022,2022-01-01,41825.59
Huels - Krajcik,2022,2022-01-01,1952.35
Huels - Mante,2022,2022-01-01,1976.0
Huels LLC,2022,2022-01-01,3436.41
Huels and Sons,2022,2022-01-01,3065.4
"Huels, Pollich and Jacobi",2022,2022-01-01,2948.08
Hyatt - Schmitt,2022,2022-01-01,3637.6
Hyatt Group,2022,2022-01-01,11148.57
Hyatt and Sons,2022,2022-01-01,15833.38
"Hyatt, Johns and Lowe",2022,2022-01-01,22780.13
"Hyatt, Mante and D'Amore",2022,2022-01-01,4589.0
Jacobi - Bogisich,2022,2022-01-01,18161.75
Jacobs - Graham,2022,2022-01-01,10841.7
"Jacobs, Howe and Bahringer",2022,2022-01-01,2560.01
Jacobson - Harber,2022,2022-01-01,8092.83
"Jacobson, Raynor and Bechel",2022,2022-01-01,9296.47
Jakubowski LLC,2022,2022-01-01,12241.54
Jaskolski - Auer,2022,2022-01-01,6396.53
Jaskolski - Corkery,2022,2022-01-01,3325.11
Jaskolski Group,2022,2022-01-01,10360.34
Jaskolski LLC,2022,2022-01-01,435.76
"Jaskolski, Raynor and Wehner",2022,2022-01-01,7642.94
Jast - Balistreri,2022,2022-01-01,25861.66
Jast - Cassle,2022,2022-01-01,13722.2
Jast Group,2022,2022-01-01,843.31
Jenkins - Kertzmann,2022,2022-01-01,1635.48
Jenkins Group,2022,2022-01-01,4558.49
Jerde - Hegmann,2022,2022-01-01,7721.71
Jerde - Jacobi,2022,2022-01-01,5280.47
Jerde - Raynor,2022,2022-01-01,29859.8
Johns - Grant,2022,2022-01-01,2990.0
Johns LLC,2022,2022-01-01,11045.27
"Johns, Walsh and Gorczany",2022,2022-01-01,7351.32
Johnson - Kulas,2022,2022-01-01,4710.91
Johnson LLC,2022,2022-01-01,6741.0
"Johnson, Farrell and Zieme",2022,2022-01-01,27062.14
"Johnson, Schneider and Kub",2022,2022-01-01,9546.15
Johnston Group,2022,2022-01-01,13276.38
Johnston LLC,2022,2022-01-01,5579.0
Jones - Kuhlman,2022,2022-01-01,3538.34
Jones LLC,2022,2022-01-01,27372.82
Kassulke - Swift,2022,2022-01-01,604.33
"Kassulke, Fritsch and Lebsack",2022,2022-01-01,55417.96
"Kautzer, Bartell and Schmeler",2022,2022-01-01,7189.7
"Kautzer, Lemke and Hyatt",2022,2022-01-01,68.19
"Kautzer, Mante and Agarwal",2022,2022-01-01,1257.45
"Kautzer, Pagac and Kessler",2022,2022-01-01,7349.0
Keebler Inc,2022,2022-01-01,27907.99
"Keebler, Reichel and Butler",2022,2022-01-01,2546.98
Keeling - Koelpin,2022,2022-01-01,5203.26
"Keeling, Jakubowski and Crist",2022,2022-01-01,1787.9
Kemmer - Shields,2022,2022-01-01,1554.26
Kemmer Group,2022,2022-01-01,7428.35
"Kerluke, Canten and Bernier",2022,2022-01-01,632.73
Kertzmann - Blick,2022,2022-01-01,3904.33
Kertzmann - Langworth,2022,2022-01-01,25388.54
Kertzmann - Mohr,2022,2022-01-01,668.83
Kertzmann Group,2022,2022-01-01,10969.05
"Kertzmann, Sipes and Herzog",2022,2022-01-01,2017.53
Kessler - Fahey,2022,2022-01-01,2346.43
Kessler and Sons,2022,2022-01-01,898.46
"Kessler, Kautzer and Bednar",2022,2022-01-01,4420.11
"Kessler, Steuber and Abbott",2022,2022-01-01,1205.3
Kihn - Gaverman,2022,2022-01-01,3714.83
"Kihn, Goldner and Welch",2022,2022-01-01,323.0
Kilback LLC,2022,2022-01-01,958.0
"Kilback, Johns and Ratke",2022,2022-01-01,1796.0
"Kilback, Lockman and Okuneva",2022,2022-01-01,1052.88
King - Satterfield,2022,2022-01-01,8147.77
King - Toy,2022,2022-01-01,3757.0
King Group,2022,2022-01-01,6715.67
King LLC,2022,2022-01-01,1049.71
King and Sons,2022,2022-01-01,2187.99
"King, Crooks and Ankunding",2022,2022-01-01,13707.0
Kirlin - Simonis,2022,2022-01-01,14254.04
Kirlin LLC,2022,2022-01-01,2923.0
"Kirlin, Haag and Heller",2022,2022-01-01,15039.73
"Kirlin, Streich and Wolff",2022,2022-01-01,1869.35
"Klein, Emmerich and Farrell",2022,2022-01-01,138.38
"Kling, Kessler and Dach",2022,2022-01-01,12978.56
"Klocko, Kessler and Shields",2022,2022-01-01,1711.69
"Klocko, Runolfsson and Langosh",2022,2022-01-01,11818.38
Koch Inc,2022,2022-01-01,1368.38
Koch LLC,2022,2022-01-01,5569.26
Koelpin LLC,2022,2022-01-01,2371.5
Koepp Inc,2022,2022-01-01,14344.3
"Koepp, Schumm and Macejkovic",2022,2022-01-01,4140.34
Kohler and Sons,2022,2022-01-01,20594.43
Konopelski - Mayer,2022,2022-01-01,1508.43
Koss - Streich,2022,2022-01-01,5034.79
Koss Inc,2022,2022-01-01,629.0
"Koss, Jaskolski and O'Connell",2022,2022-01-01,18.05
"Koss, Kub and Hartmann",2022,2022-01-01,4738.98
"Koss, Muller and Little",2022,2022-01-01,1383.79
Kovacek - Torp,2022,2022-01-01,8654.67
Kozey and Sons,2022,2022-01-01,20802.99
"Kozey, Ryan and Batz",2022,2022-01-01,2760.56
Krajcik - Bundel,2022,2022-01-01,771.11
Kreiger - Hilpert,2022,2022-01-01,3574.79
Kreiger - Russel,2022,2022-01-01,23124.35
Kub and Sons,2022,2022-01-01,4709.65
"Kub, Murphy and Pagac",2022,2022-01-01,11911.63
"Kub, Wunsch and O'Kon",2022,2022-01-01,2863.42
Kuhic - Dooley,2022,2022-01-01,4974.21
Kuhlman - Schumm,2022,2022-01-01,1162.0
"Kuhlman, Schulist and Wisozk",2022,2022-01-01,5738.72
Kulas - Ryan,2022,2022-01-01,22307.55
"Kulas, Grady and Bosco",2022,2022-01-01,9586.26
Kunde - Kautzer,2022,2022-01-01,16288.66
Kunde Inc,2022,2022-01-01,18926.92
"Kunde, Tremblay and Erdman",2022,2022-01-01,1532.2
Kunze - Hane,2022,2022-01-01,495.64
Kunze Group,2022,2022-01-01,28050.36
Kunze Inc,2022,2022-01-01,1661.55
Kunze LLC,2022,2022-01-01,20417.94
"Kunze, Jaskolski and Labadie",2022,2022-01-01,17696.48
Kuphal - Hirthe,2022,2022-01-01,18554.83
"Kutch, Gerhold and Quitzon",2022,2022-01-01,22961.17
"Kutch, Larson and Boone",2022,2022-01-01,22885.73
Kuvalis LLC,2022,2022-01-01,16032.67
Labadie Inc,2022,2022-01-01,543.49
Lakin - Connelly,2022,2022-01-01,1333.65
Lakin - Gislason,2022,2022-01-01,929.55
Lakin - Glover,2022,2022-01-01,9475.0
"Lakin, Wisoky and Wintheiser",2022,2022-01-01,2790.65
Lang Inc,2022,2022-01-01,850.56
"Lang, Mitchell and Grant",2022,2022-01-01,16396.96
Langosh Inc,2022,2022-01-01,16197.59
Larkin - Russel,2022,2022-01-01,1220.0
"Larkin, Dickens and Simonis",2022,2022-01-01,32567.9
"Larkin, Graham and Krajcik",2022,2022-01-01,3420.37
"Larkin, Runolfsson and Orn",2022,2022-01-01,20211.37
Larson - Bundel,2022,2022-01-01,16287.63
Larson - Heaney,2022,2022-01-01,2397.52
Larson - Walsh,2022,2022-01-01,4016.0
Leannon Group,2022,2022-01-01,694.9
Leannon Inc,2022,2022-01-01,292.8
Leannon and Sons,2022,2022-01-01,5129.05
"Leannon, Mills and Cronin",2022,2022-01-01,2820.72
Lebsack - Aufderhar,2022,2022-01-01,1942.0
Lebsack - Batz,2022,2022-01-01,10340.45
Lebsack Inc,2022,2022-01-01,10634.13
"Lebsack, Dicki and Bosco",2022,2022-01-01,2733.49
Leffler - Effertz,2022,2022-01-01,484.0
Leffler - Gleason,2022,2022-01-01,1220.34
Leffler - Langworth,2022,2022-01-01,3164.0
Leffler - Veum,2022,2022-01-01,1887.17
"Leffler, Casper and Klocko",2022,2022-01-01,9799.85
"Leffler, Kertzmann and Heathcote",2022,2022-01-01,5889.15
"Leffler, Lesch and Halvorson",2022,2022-01-01,12509.21
"Leffler, Robel and Gulgowski",2022,2022-01-01,10019.45
Legros - Klocko,2022,2022-01-01,9208.2
Legros and Sons,2022,2022-01-01,3696.13
Lehner - Hirthe,2022,2022-01-01,2480.6
Lehner - Mohr,2022,2022-01-01,1246.0
Lemke - Muller,2022,2022-01-01,20730.8
Lemke - Schmeler,2022,2022-01-01,10995.12
Lemke Inc,2022,2022-01-01,3760.3
Lesch - Johnston,2022,2022-01-01,43626.15
Lesch - Mauston,2022,2022-01-01,2934.04
Lesch - Wolff,2022,2022-01-01,9285.3
Lesch Inc,2022,2022-01-01,4718.0
Lesch and Sons,2022,2022-01-01,3011.26
"Lesch, Bernhard and Hills",2022,2022-01-01,33156.81
"Lesch, Klein and Koepp",2022,2022-01-01,5530.15
Leuschke Group,2022,2022-01-01,6408.56
Lind and Sons,2022,2022-01-01,6808.65
"Lind, Turcotte and Kozey",2022,2022-01-01,5315.33
Lindgren LLC,2022,2022-01-01,5721.68
Lindgren and Sons,2022,2022-01-01,27428.14
"Little, Bernhard and Wuckert",2022,2022-01-01,6360.43
Lockman - Gleichner,2022,2022-01-01,4402.06
Lockman LLC,2022,2022-01-01,7075.38
Lockman and Sons,2022,2022-01-01,4625.72
"Lockman, Graham and Crist",2022,2022-01-01,4142.35
Lowe Inc,2022,2022-01-01,3896.67
"Lowe, Weimann and Mertz",2022,2022-01-01,6981.13
"Lubowitz, Dooley and Keeling",2022,2022-01-01,1753.8
"Lubowitz, Franecki and Schuster",2022,2022-01-01,29670.11
"Lubowitz, Schultz and Hilpert",2022,2022-01-01,3074.81
Luettgen LLC,2022,2022-01-01,8822.18
Luettgen and Sons,2022,2022-01-01,1486.07
Lynch - Ritchie,2022,2022-01-01,146.33
Lynch LLC,2022,2022-01-01,1120.33
"Lynch, Haag and Buckridge",2022,2022-01-01,1716.7
"Lynch, Kassulke and Blanda",2022,2022-01-01,5058.86
MacGyver - Bashirian,2022,2022-01-01,3280.99
MacGyver - Mackerrel,2022,2022-01-01,20977.48
MacGyver LLC,2022,2022-01-01,774.06
MacGyver and Sons,2022,2022-01-01,564.55
Macejkovic - Homenick,2022,2022-01-01,5277.45
"Macejkovic, Bosco and Buckridge",2022,2022-01-01,22507.66
"Macejkovic, Cormier and Hayes",2022,2022-01-01,3568.5
"Macejkovic, Wintheiser and Kuhic",2022,2022-01-01,2289.27
Mackerrel LLC,2022,2022-01-01,15166.54
"Mackerrel, Schroeder and Gutkowski",2022,2022-01-01,25294.3
Mann - Hane,2022,2022-01-01,42090.21
Mann - Mauston,2022,2022-01-01,1021.8
Mann and Sons,2022,2022-01-01,2873.87
Marks LLC,2022,2022-01-01,16555.36
Marks and Sons,2022,2022-01-01,1338.1
"Marks, Daniel and Larson",2022,2022-01-01,5751.31
"Marks, Russel and Hudson",2022,2022-01-01,9423.82
Marquardt - Klocko,2022,2022-01-01,2639.0
Marquardt - McClure,2022,2022-01-01,40429.77
Marquardt LLC,2022,2022-01-01,730.0
Mauston Group,2022,2022-01-01,2393.29
Mauston and Sons,2022,2022-01-01,1270.48
"Mauston, Daniel and Kohler",2022,2022-01-01,1467.0
Mayer - Kling,2022,2022-01-01,5644.16
